1; AFR, AFU e AF LAT: 5,00m entre edificações residenciais/ 3,00m entre edificações residenciais e construções de uso comum/Não é exigido afastamento entre construções das áreas de uso técnico.
2; ALT MAX:  Altura máxima e pavimento/Edificações de uso comum com altura máxima de 1 pavimento ou altura máxima 5m incluindo caixa d`agua e casa de máquinas/Não se aplicam à castelos d`água
3; SUBSOLO: Subsolo proibido nos lotes localizados  a menos de 30,00m das APPs, conforme indicados na URB 114/09.
4; UOS: colocar endereço
5; AFR e AF_LAT: são vedados no térreo e facultados nos demais
6; ALT MAX: Altura máxima inclui a cobertura.
7; UOS: Bairro Tradicional, Av. Comercial Lt 1321
8;(1) AFR, AFU e AF LAT: 5,00m entre edificações residenciais/ 3,00m entre edificações residenciais e construções de uso comum/Não é exigido afastamento entre construções das áreas de uso técnico.        (2) ALT MAX:  Altura máxima e pavimento/Edificações de uso comum com altura máxima de 1 pavimento ou altura máxima 5m incluindo caixa d`agua e casa de máquinas/Não se aplicam à castelos d`água
9;(6) ALT MAX: Altura máxima inclui a cobertura.        (7) UOS: Bairro Tradicional, Av. Comercial Lt 1321
